konami_id,name,text
15174,드래고닉 프레셔,"【조건】패의 몬스터(드래곤족) 3장을 묘지로 보내고 발동할 수 있다.
【효과】서로의 필드의 몬스터를 전부 파괴한다. 그 후, 자신 묘지의 몬스터(레벨 4 이하 / 드래곤족) 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환할 수 있다."
15796,드래곤 머천트,"【조건】패 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(레벨 6 이하 / 드래곤족) 1장을 고르고, 그 공격력을 턴 종료시까지 500 올린다."
15171,드래곤 배트,"새인지 괴수인지 학자도 의견이 나뉘는 수수께끼의 생물. 큰 무리를 지어 나는 모습이 용으로 보이기도 해, 어쩌면 드래곤일지도 모른다."
15176,드래곤 인카운트,"【조건】상대가 몬스터를 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】패의 몬스터(드래곤족) 1장을 자신 필드에 앞면 표시로 특수 소환한다."
18701,드래곤 트라이브 퓨전,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 드래곤족)가 있을 경우에 발동할 수 있다.
【효과】자신 필드의 앞면 표시 일반 몬스터(드래곤족) 1장과, 자신 묘지의 몬스터(드래곤족) 1장 이상을 소재로서 주인의 덱으로 되돌리고, 퓨전 소환한다. 이 턴에, 자신은 퓨전 몬스터로밖에 공격할 수 없다."
17269,드래곤을 탄 와이반,"""베이비 드래곤"" ＋ ""와이반 전사""
【조건】상대 필드의 앞면 표시 몬스터가, 몬스터(땅 속성 / 물 속성 / 화염 속성)뿐일 경우에 발동할 수 있다.
【효과】이 턴에, 이 카드는 직접 공격할 수 있다."
15429,드래곤즈 디펜더,"【조건】자신 필드에 공격 표시의 ""드래곤즈 키펄슨""이 있을 경우, 패 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 공격 표시의 ""드래곤즈 키펄슨"" 1장과, 상대 필드의 공격 표시 몬스터 1장을 고르고 앞면 수비 표시로 한다."
16774,드래곤즈 록 클로저,"【조건】상대 필드에 공격 표시 몬스터(레벨 9 이하)가 있을 경우, 3000 LP를 지불하고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 2000 올린다. 상대 묘지에 몬스터가 8장 이상 있을 경우, 추가로 이 턴에, 이 카드는 상대의 함정 카드의 효과로는 파괴되지 않는다."
18977,드래곤즈 버스트 퓨전,"【조건】없음
【효과】자신 필드의 앞면 표시 몬스터(드래곤족)를 소재로서 묘지로 보내고, 퓨전 소환한다. 이 효과로 ""블루 투스 버스트드래곤""을 묘지로 보냈을 경우, 추가로 상대 필드의 앞면 표시 몬스터 1장을 고르고 그 공격력을 턴 종료시까지 1500 내릴 수 있다."
18978,드래곤즈 부스트 퓨전,"【조건】없음
【효과】자신 필드의 앞면 표시 몬스터(드래곤족)를 소재로서 묘지로 보내고, 퓨전 소환한다. 이 효과로 ""레드부트 부스트드래곤""을 묘지로 보냈을 경우, 추가로 자신의 덱 위에서 카드 7장을 묘지로 보낼 수 있다. 덱에서 카드를 묘지로 보냈을 경우, 추가로 상대의 덱 위에서 카드 7장을 묘지로 보낼 수 있다."
15192,드래곤즈 세트어퍼,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우에 발동할 수 있다.
【효과】자신 묘지의 ""드래곤즈 업세터"" 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(레벨 6 이하)로 공격할 수 없다."
15430,드래곤즈 스트라이커,"【조건】자신 필드에 앞면 표시의 ""드래곤즈 키펄슨""이 있을 경우, 패 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터 1장을 고른다. 이 턴에, 그 몬스터의 공격력은 400 올리고, 그 공격은 관통한다(수비 표시 몬스터를 공격했을 때, 그 수비력을 공격력이 넘은 만큼만 전투 데미지를 준다)."
15191,드래곤즈 업세터,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우에 발동할 수 있다.
【효과】자신 묘지의 ""드래곤즈 세트어퍼"" 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(레벨 6 이하)로 공격할 수 없다."
16777,드래곤즈 커넥션,"【조건】없음
【효과】자신의 패 또는 자신 묘지의 일반 몬스터(레벨 5 / 6 의 드래곤족) 1장을 고르고 자신 필드에 앞면 표시로 특수 소환한다. 그 후, 자신 필드에 앞면 표시의 ""드래곤즈 키펄슨""이 있을 경우, 자신 묘지의 ""드래곤즈 스트라이커"" 또는 ""드래곤즈 디펜더""를 1장 고르고 패에 넣을 수 있다."
15411,드래곤즈 키펄슨,팀의 중심이 되는 남자. 어떤 물건이 날아와도 온 몸을 펼쳐 잡으려고 한다.
16908,드래곤즈 킥베이스 마스터,"""드래곤즈 업세터"" ＋ ""드래곤즈 스트라이커""
【조건】자신 묘지의 ""드래곤즈 세트어퍼"" 또는 ""드래곤즈 디펜더"" 1장을 덱으로 되돌리고 발동할 수 있다.
【효과】상대 필드의 마법 / 함정 카드 1장을 고르고 파괴한다."
15788,드리야드,숲의 정령. 초목의 힘을 빌려 상대의 움직임을 봉인한다.
16152,드릴링 맨드릴,"【조건】이 카드를 일반 소환 / 특수 소환한 자신 메인 페이즈에 발동할 수 있다.
【효과】상대 필드의 뒷면 수비 표시 몬스터를 [자신 필드의 앞면 표시 몬스터(기계족)의 수]까지 고르고 앞면 공격 표시로 한다. 이 효과로 앞면 공격 표시로 한 몬스터의 원래 공격력은 턴 종료시까지 0 이 된다."
16785,드림러머,"【조건】자신 묘지의 몬스터(사이킥족) 1장을 덱으로 되돌리고 발동할 수 있다.
【효과】상대 묘지의 몬스터 1장을 고르고 덱으로 되돌린다. 자신 필드에 앞면 표시 일반 몬스터가 있을 경우, 추가로 자신은 500 LP 회복할 수 있다."
15932,드웰체어 기어,대량 생산하기 용이한 기계 의자. 예전 생체 의자였을 때 갖고 있던 폭신함은 잃어버리고 말았다.
15933,드웰체어 본,과거 가구 장인의 일족이 사용했다고 하는 생체 의자의 원조. 자꾸만 앉게 되는 편안함을 준다.
15934,드웰체어 세이버,가구 장인의 일족이 최고의 번영기를 누렸던 시절에 만들어진 생체 의자 중 걸작. 쾌적함과 편안함을 제공한다.
16594,드웰체어 스케일,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우, 자신 묘지의 몬스터(공격력 0) 2장을 좋아하는 순서대로 덱 아래로 되돌리고 발동할 수 있다.
【효과】자신 묘지의 몬스터(레벨 5 이상 / 공격력 0) 1장을 고르고 자신 필드에 앞면 공격 표시로 특수 소환한다."
16593,드웰체어 코리키엘,"【조건】패의 몬스터(공격력 0) 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신의 덱 위에서 카드 2장을 묘지로 보낸다. 그 중에 몬스터(레벨 8 이하 / 어둠 속성)가 있었을 경우, 추가로 자신 묘지의 몬스터(레벨 8 이하 / 어둠 속성) 1장을 고르고 패에 넣는다. 상대는 [고른 몬스터의 공격력]만큼 LP를 회복한다."
17701,등 뒤의 하나코,지하에 있는 남자 화장실에서 등 뒤로 무슨 기척을 느낀 적이 있어요. 볼일을 다 볼 때까진 절대 뒤돌아보면 안 돼요. 뒤돌아서 그 몬스터를 보기라도 했다가는….
16993,등번호39 구아황 홈,"【조건】자신 또는 상대 필드에 앞면 표시의 ""열혈 스피릿 스타디움""이 있을 경우, 자신 필드의 앞면 표시 몬스터(레벨 4 / 화염 속성) 2장을 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 2500 올린다. 이 턴에, 자신은 이 카드로밖에 공격할 수 없다."
16994,등번호99 구아황룡 홈그랜드라,"【조건】자신 묘지의 몬스터(화염 속성) 3장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신 묘지의 ""등번호39 구아황 홈"" 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 그 후, 이 카드의 공격력은 턴 종료시까지 2000 올린다."
17970,디멘션아더즈,"오랜 침묵을 깨고, 생명 활동을 재개한 우주육식수. 이차원을 떠돌아다니며 침략 행위를 반복한다."
17550,딸기사냥,"【조건】자신 필드의 마법 / 함정 카드가 상대의 효과로 파괴되었을 때에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(공격력 1500 이하) 1장을 고르고 파괴한다."
15213,땅을 기는 드래곤,힘이 약해서 하늘을 날 수 없게 된 드래곤. 하지만 아직 공격은 강하다.
17912,뚜껑 속으로,"【조건】상대가 묘지에서 몬스터를 앞면 표시로 특수 소환했을 때에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 8 이하)를 2장까지 고르고 뒷면 수비 표시로 한다."
15447,라라바인드,"【조건】자신 필드에 앞면 표시 몬스터(사이킥족)가 2장 이상 있을 경우에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고 뒷면 수비 표시로 한다."
15215,라문,달에 사는 마법사. 달이 지닌 마력으로 상대를 매료시킨다.
18391,라브 엔젤,"【조건】없음
【지속 효과】이 카드는 몬스터(레벨 7 / 8)와의 전투로는 파괴되지 않는다."
17284,라완 모험대,"미지의 토지를 목표로 하는 모험가들. 어디까지 날아갈 수 있나 경쟁하고 있었으나, 어느샌가 함께 여행을 하게 되었다."
15681,라이브드레스 크리에이터,초능력을 구사해 무대 의상을 만드는 디자이너. 완고한 성격이라 마음에 안 드는 상대의 의뢰는 받지 않는다.
17886,라이스테라스 리펠,"【조건】이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】자신의 덱 위에서 카드 2장을 묘지로 보낸다. 상대의 마법 & 함정 존에 카드가 있을 경우, 추가로 상대 필드의 앞면 표시 일반 몬스터 1장을 고르고 뒷면 수비 표시로 할 수 있다."
18995,라이스테라스 크라이시스,"【조건】상대가 패 또는 묘지에서 몬스터를 특수 소환했을 때에 발동할 수 있다.
【효과】레벨의 합계가 12 이하가 되도록, 상대 필드의 앞면 표시 몬스터를 2장까지 고르고 뒷면 수비 표시로 한다."
18388,라이징솔저,"【조건】없음
【효과】자신의 덱 맨 위의 카드를 묘지로 보낸다. 그 후, 상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고를 수 있다. 고른 경우, 다음 상대 턴에, 상대는 그 몬스터로 공격할 수 없다."
15813,라이트 매직,"【조건】자신 필드에 같은 속성의 앞면 표시 몬스터가 2장 이상 있을 경우에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고, 그 공격력을 턴 종료시까지 600 내린다."
15595,라이트 소서러,하늘에 몸을 바친 마술사. 신의 축복에 둘러싸인 그에게 어떤 미래가 기다리고 있을 것인가.
15427,라이트닝 볼콘도르,"【조건】패의 몬스터 1장을 묘지로 보내고 발동할 수 있다.
【효과】이 효과의 조건으로 묘지로 보낸 몬스터와 같은 속성을 가지는 상대 필드의 모든 앞면 표시 몬스터의 공격력 / 수비력은 턴 종료시까지, [이 효과의 조건으로 묘지로 보낸 몬스터의 레벨] × 300 내린다."
17592,라이트닝브레이버,"【조건】자신 묘지의 몬스터 3장을 덱으로 되돌리고 발동할 수 있다.
【효과】상대 필드의 뒷면 수비 표시 몬스터 1장을 고르고 앞면 수비 표시로 한다. 그 후, 상대 필드의 모든 앞면 표시 몬스터의 수비력을 턴 종료시까지 800 내릴 수 있다."
18402,라이트웨이브 드래곤,"【조건】덱 위에서 카드 2장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터를 3장까지 고르고, 그 공격력을 이 메인 페이즈 동안 1500 내린다."
17513,라피도 캐리어스,"【조건】상대 필드의 몬스터가 3장일 경우, 자신 묘지의 몬스터(땅 속성 / 기계족) 3장을 덱으로 되돌리고 발동할 수 있다.
【효과】패의 몬스터(땅 속성 / 기계족) 1장을 자신 필드에 앞면 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(레벨 6 이하)로 공격할 수 없다."
16987,래고돌고래,"【조건】자신 필드에 앞면 표시의 ""바다"" 또는 ""대해양""이 있고, 자신 필드에 앞면 표시의 일반 몬스터(어류족 / 해룡족 / 번개족 / 물족)가 있을 경우에 발동할 수 있다.
【효과】자신은 1장 드로우한다."
18252,래드로그 멜,"【조건】자신 덱의 카드가 15장 이상일 경우에 발동할 수 있다.
【효과】패가 0장인 플레이어는 1장 드로우한다."
18782,래스 오브 어비스,"【조건】자신 필드에 앞면 표시 몬스터(빛 속성 또는 어둠 속성 / 해룡족)가 합계 2장 이상 있을 경우, 상대가 몬스터를 일반 소환했을 때에 발동할 수 있다.
【효과】그 일반 소환된 몬스터를 파괴한다. 그 후, 자신 묘지에 몬스터가 없을 경우, 상대 필드의 앞면 표시 몬스터를 전부 파괴한다."
18613,램프의 염려 메루엘,"""램프의 염마 메틸"" ＋ ""램프의 염마 에틸""
【조건】없음
【효과】자신은 1장 드로우하고, 서로 확인한다. 그 카드가 몬스터(화염족)였을 경우, 추가로 자신 묘지의 몬스터(레벨 8 이하 / 화염족) 1장을 고르고 자신 필드에 앞면 표시로 특수 소환할 수 있다."
17961,램프의 염마 메틸,"【조건】이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】자신 묘지의 일반 몬스터(레벨 4 / 화염족) 1장을 고르고 패에 넣는다. 이 턴에, 자신은 몬스터(화염족 이외)로 공격할 수 없다."
17962,램프의 염마 에틸,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우에 발동할 수 있다.
【효과】자신 묘지의 ""램프의 염마 메틸"" 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다."
18244,램프의 염황 알코,"【조건】500 LP를 지불하고 발동할 수 있다.
【효과】자신 묘지의 ""램프의 염마 에틸"" 또는 ""램프의 염마 메틸"" 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 그 후, 자신 필드에 앞면 표시의 ""램프의 염마 에틸""과 ""램프의 염마 메틸""이 있을 경우, 이 카드의 공격력은 턴 종료시까지 1000 올린다."
18773,레거시레쿠스 레가레쿠스,"【조건】자신 묘지의 몬스터가 5장 이하일 경우에 발동할 수 있다.
【효과】자신의 덱 위에서 카드 3장을 묘지로 보낸다. 그 중에 몬스터(해룡족)가 있었을 경우, 추가로 자신 묘지의 레벨이 같은 몬스터(레벨 7 이상 / 해룡족) 2장을 고르고 패에 넣을 수 있다."
16139,레더라이프 드래곤,"【조건】자신 묘지의 일반 몬스터 4장을 좋아하는 순서대로 덱 아래로 되돌리고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지, [서로의 필드의 몬스터의 수] × 700 올린다. 이 턴에, 이 카드는 1번만 상대의 함정 카드의 효과로는 파괴되지 않는다."
18589,레드 라이저,"【조건】이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】자신 묘지의 ""케미컬라이저 레드"" 1장을 고르고 패에 넣는다."
16916,레드 포션,"【조건】없음
【효과】자신은 500 LP 회복한다."
17946,레드부트 부스트드래곤,"【조건】없음
【효과】자신 묘지의 몬스터(드래곤족)를 7장까지 고른다. [고른 몬스터의 수] × 100 데미지를 상대에게 주고, 이 카드의 공격력은 턴 종료시까지, [고른 몬스터의 수] × 100 올린다. 그 후, 고른 몬스터를 덱으로 되돌린다."
18967,레드부트 인핸스드 부스트드래곤,"""레드부트 부스트드래곤"" ＋ ""부스터 와이반""
【조건】없음
【효과】서로의 묘지의 몬스터를 합계 9장까지 고른다. [고른 몬스터의 수] × 200 데미지를 상대에게 주고, 이 카드의 공격력은 턴 종료시까지, [고른 몬스터의 수] × 200 올린다. 그 후, 고른 몬스터를 주인의 덱으로 되돌린다."
15218,레서 드래곤,화염도 제대로 못 내뿜는 낮은 레벨의 드래곤.
18584,레이 드래곤,추운 지역에 서식하는 드래곤. 눈길을 고속으로 이동한다.
18685,레전드 매지션,"【조건】없음
【효과】자신의 덱 위에서 카드를 3장 넘기고, 서로 확인한다. 자신은 넘긴 카드 중에서 몬스터 1장을 고르고 묘지로 보낼 수 있다. 남은 카드를 덱으로 되돌린다. 그 후, 자신 묘지의 레전드 일반 몬스터 1장을 고르고 패에 넣을 수 있다."
18690,레전드 세이버,"【조건】이 카드를 일반 소환한 턴에, 자신 묘지의 몬스터 1장을 덱 아래로 되돌리고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 300 올린다. 그 후, 자신 묘지의 레전드 몬스터(전사족) 1장을 고르고 패에 넣을 수 있다. 넣었을 경우, 이 턴에, 자신은 몬스터(천계전사족 또는 전사족)로밖에 공격할 수 없다."
17327,렛카메테오,"【조건】없음
【효과】자신 필드의 앞면 표시 몬스터(파충류족) 2장과 상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고, 그 공격력을 턴 종료시까지 1500 내린다."
15446,로드 매직－다이아스트로피즘,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(땅 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고, 그 공격력을 턴 종료시까지, [자신 묘지의 공격력이 가장 높은 몬스터의 공격력]만큼 내린다."
17674,로드 매직－다크나이트,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(어둠 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고 파괴한다."
16695,로드 매직－레이즈얼터,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(빛 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터 1장을 고르고, 그 공격력을 턴 종료시까지, [상대 필드의 공격력이 가장 낮은 앞면 표시 몬스터(레벨 8 이하)의 공격력]만큼 올린다."
15561,로드 매직－백플로,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(물 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 몬스터 1장을 고르고 주인의 패로 되돌린다."
15206,로드 매직－익스플로전,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(화염 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】[상대 필드의 카드의 수] × 400 데미지를 상대에게 준다."
15207,로드 매직－템피스트,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 마법사족)가 있을 경우, 패의 몬스터(바람 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 몬스터를 3장까지 고르고 표시 형식을 변경한다(공격 표시는 앞면 수비 표시로, 수비 표시는 앞면 공격 표시로 한다)."
16905,로드스타의 검사,"미지의 힘을 지닌, 기적의 길을 개척하는 유성의 검사."
18282,로드암즈－세븐즈 랜스,"【조건】자신 필드에 이 카드 이외의 앞면 표시의 ""로드암즈－세븐즈 랜스""가 없을 경우, 자신 필드의 앞면 표시의 ""세븐즈로드 매지션"" 1장에 장착할 수 있다.
【효과】장착 몬스터의 공격력은 [자신 묘지 몬스터의 속성의 종류] × 400 올리고, 그 몬스터는 상대의 함정 카드의 효과로는 파괴되지 않는다."
18627,로드암즈－스워드 브레이커,"【조건】자신 필드에 이 카드 이외의 앞면 표시의 ""로드암즈－스워드 브레이커""가 없을 경우, 자신 필드의 앞면 표시의 ""세븐즈로드 매지션"" 1장에 장착할 수 있다.
【효과】장착 몬스터의 공격력은 [서로의 필드의 장착되어 있는 장착 마법 카드의 수] × 1000 올리고, 그 몬스터는 상대의 함정 카드의 효과로는 파괴되지 않는다."
15433,로맨스 픽,"【조건】자신의 LP가 상대보다 적을 경우, 500 LP를 지불하고 발동할 수 있다.
【효과】자신의 덱 위에서 카드 3장을 묘지로 보낸다. 그 중에 몬스터(사이킥족)가 있었을 경우, 자신 묘지의 몬스터(사이킥족) 1장을 고르고 패에 넣는다."
15434,로믹큰롤러,"【조건】자신의 LP가 2000 이하일 경우에 발동할 수 있다.
【효과】상대 필드의 모든 앞면 표시 몬스터의 공격력 / 수비력은 턴 종료시까지 500 내린다."
18240,로바림,호기심 왕성한 견습 모험가. 선조의 보물을 찾아다니는 프로퍼시프레이즈 일행과 종종 함께 행동하기도 한다.
15671,로얄데먼즈 그루피,상대의 눈을 보며 이야기하는 것이 서툰 여자아이. 동료들과 진실한 사랑을 추구하고 있다.
16310,로얄데먼즈 노웨이브,"왕을 따르는 괴이한 악마. 그 악마는 모든 소리를 흡수하고, 모든 공격을 되받아친다."
16331,로얄데먼즈 데스둠,"【조건】몬스터(레벨 7 이상 / 악마족) 2장을 릴리스하고 이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터를 전부 파괴한다. 그 후, [이 효과로 파괴한 몬스터의 원래 레벨의 합계] × 100 데미지를 상대에게 준다."
15664,로얄데먼즈 데스보이스,"【조건】몬스터(레벨 5 이상)를 릴리스하고 이 카드를 일반 소환한 턴에, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고, 그 공격력 / 수비력을 턴 종료시까지, [고른 몬스터의 레벨] × 200 내린다."
16348,로얄데먼즈 라이브아레나,"【조건】이 카드는, 상대 필드에 몬스터가 2장 이상 있을 경우에 발동할 수 있다.
【효과】이 카드가 필드 존에 앞면 표시인 한, 서로의 필드의 앞면 표시 몬스터(빛 속성 / 악마족)는 함정 카드의 효과로는 파괴되지 않는다."
16984,로얄데먼즈 브레이크,"【조건】상대 필드에 앞면 표시 몬스터(레벨 8 이상)가 있을 경우에 발동할 수 있다.
【효과】패의 일반 몬스터(레벨 5 이상 / 악마족) 1장을 자신 필드에 앞면 수비 표시로 특수 소환한다. 이 카드의 레벨은 턴 종료시까지 5 올라간다."
15690,로얄데먼즈 블루스,"【조건】이 카드를 일반 소환한 턴에, 패의 마법 / 함정 카드 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 묘지의 몬스터(레벨 7 이상 / 악마족) 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(악마족 이외)로 공격할 수 없다."
15666,로얄데먼즈 샤우트,"【조건】상대 필드에 앞면 표시 몬스터(레벨 7 이상)가 있을 경우, 패 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대의 패를 무작위로 2장까지 고르고 묘지로 보낸다."
17322,로얄데먼즈 에코,"【조건】패 1장을 덱 아래로 되돌리고 발동할 수 있다.
【효과】자신의 패 또는 자신 묘지의 몬스터(레벨 7 이하 / 악마족 / 수비력 0) 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 이 효과로 몬스터(레벨 7)를 특수 소환했을 경우, 추가로 자신 묘지의 몬스터(악마족) 1장을 고르고 패에 넣을 수 있다."
15663,로얄데먼즈 인베이전,"【조건】몬스터(레벨 5 이상) 2장을 릴리스하고 이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 4 이하)를 전부 파괴한다."
16347,로얄데먼즈 커맨드,"【조건】패의 몬스터(악마족) 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(빛 속성 / 악마족) 1장을 고르고, 그 공격력을 턴 종료시까지 1000 올린다. 그 후, 그 몬스터의 표시 형식을 변경할 수 있다(공격 표시는 앞면 수비 표시로, 수비 표시는 앞면 공격 표시로 한다)."
15665,로얄데먼즈 펑크,"【조건】이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】자신 묘지의 몬스터(레벨 6 이상 / 악마족) 1장을 고르고 패에 넣는다. 이 턴에, 자신은 직접 공격할 수 없다."
16330,로얄데먼즈 페이저,"【조건】자신 필드에 앞면 표시 몬스터(레벨 7 이상 / 악마족)가 있을 경우, 자신 필드의 앞면 표시의 이 카드를 묘지로 보내고 발동할 수 있다.
【효과】자신 묘지의 몬스터(레벨 7 이상 / 악마족) 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다."
17201,로얄데먼즈 하드록,"【조건】몬스터(레벨 7 이상 / 악마족) 2장을 릴리스하고 이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 7 이상) 1장을 고른다. [고른 몬스터와 이 카드의 공격력의 차]만큼 상대에게 데미지를 준다. 이 카드의 공격력은 턴 종료시까지, [고른 몬스터의 공격력]만큼 올린다."
15441,로얄데먼즈 헤비메탈,"【조건】몬스터(레벨 5 이상)를 릴리스하고 이 카드를 일반 소환한 턴에 발동할 수 있다.
【효과】상대 필드의 레벨이 가장 낮은 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고, 이 카드의 공격력은 턴 종료시까지, [고른 몬스터의 공격력]만큼 올린다. 고른 몬스터는 파괴된다."
18990,로즈체인 샐비지,"【조건】자신 필드에 장착 마법 카드를 장착한 몬스터(레벨 6 이상 / 마법사족)가 있을 경우, 상대가 몬스터를 특수 소환했을 때에 발동할 수 있다.
【효과】자신 묘지의 몬스터 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 그 후, 자신은 [이 효과로 특수 소환한 몬스터의 원래 레벨] × 100 LP 회복한다."
17300,로켓토터스 모듈러켈론,"【조건】자신 필드의 이 카드 이외의 앞면 표시 몬스터(파충류족)를 2장까지 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지, [이 효과의 조건으로 묘지로 보낸 몬스터의 수] × 700 올린다."
16613,롤링 네버다이,"【조건】상대 몬스터의 공격 선언시에 발동할 수 있다.
【효과】자신 필드의 공격 표시 몬스터(천사족) 1장을 고른다. 이 턴에, 그 몬스터는 전투로는 파괴되지 않는다. 추가로 [고른 몬스터의 공격력]만큼 상대의 LP를 회복한다."
16614,롤링 핫애로우,"【조건】상대가 몬스터를 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】상대에게 500 데미지를 준다. 자신 필드에 앞면 표시 몬스터(천사족)가 있을 경우, 추가로 패의 몬스터(천사족) 1장을 자신 필드에 앞면 표시로 특수 소환할 수 있다."
15604,롱 실드 가드너,"【조건】이 카드의 표시 형식을 변경하고 발동할 수 있다(공격 표시는 앞면 수비 표시로, 수비 표시는 앞면 공격 표시로 한다).
【효과】자신 필드의 앞면 표시 일반 몬스터(수비력 2000 이상) 1장을 고른다. 이 턴에, 그 몬스터의 공격력은 500 올리고, 상대의 함정 카드의 효과로는 파괴되지 않는다."
16316,롶,^^
16368,롶이 자란다,"【조건】상대가 몬스터를 일반 소환했을 때에 발동할 수 있다.
【효과】패의 몬스터(식물족) 1장을 자신 필드에 앞면 표시로 특수 소환한다. 이 효과로 일반 몬스터를 특수 소환했을 경우, 추가로 자신 묘지의 일반 몬스터(레벨 1 / 식물족)를 2장까지 고르고 자신 필드에 앞면 표시로 특수 소환할 수 있다."
15158,루미나스 샤먼,"【조건】자신 필드의 앞면 표시의 이 카드를 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(레벨 4 이하 / 마법사족) 1장을 고른다. 이 턴에 그 몬스터는 직접 공격할 수 있다."
15810,루미나스 패롯,"【조건】상대 필드에 앞면 표시 몬스터가 2장 이상 있을 경우, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고른다. 이 턴에, 그 몬스터의 속성을 빛 속성으로 한다."
17219,루이즈,비록 몸은 작지만 초원에서의 수비력은 아주 높다.
17288,리드미컬 퍼포머,"【조건】덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대는 자신의 덱 맨 위의 카드를 묘지로 보낸다. 이 효과로 마법 / 함정 카드가 묘지로 보내졌을 경우, 추가로 자신은 1장 드로우할 수 있다."
